"manifest_id","relative_path","bytes","sha256","media_type","release_role","unit_id","source_scope","status","supersession","caveat"
"SGA2-X-L39-PUB-012","independent_review/artifact_tool/INDEPENDENT_ARTIFACT_TOOL_U_Z.png","553913","4F9A4E413BC6EE3447D9BF5EB7FE964C835B81603E90D0BE56E1B3EDE3AD2D46","image/png","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-013","independent_review/build/BUILD_PASS1_PUBLIC_SANITIZED.log","7713","FCB55A549D4DE692DC3D5BEC06BE402BB24B123BA7B129066F9F43F872B8FAB6","text/plain","privacy_sanitized_build_log","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-014","independent_review/build/BUILD_PASS2_PUBLIC_SANITIZED.log","7597","95B3FDDD8E6E3CA9D4AFA16BFE1736EFE6BDC93B2D6800EADB81DA42D2AFAE6E","text/plain","privacy_sanitized_build_log","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-015","independent_review/build/BUILD_PASS3_PUBLIC_SANITIZED.log","7597","95B3FDDD8E6E3CA9D4AFA16BFE1736EFE6BDC93B2D6800EADB81DA42D2AFAE6E","text/plain","privacy_sanitized_build_log","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-016","independent_review/CORE_RESULTS_PUBLIC_SANITIZED.json","21493","7E2EF4CBD488EE5C81777BBDED838C3BE0BA9EED61633CF9645C31F1FD32CF20","application/json","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-017","independent_review/INDEPENDENT_EVIDENCE.csv","18471","8E5094DA25216E212F1BBFF78A6687F71B923F5A110DC5A05A54547786A59D22","text/csv","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-018","independent_review/INDEPENDENT_EVIDENCE.jsonl","48242","1A231B2C424ACC63F2C6B7A44C7665B26B58B699F84513868BE88E8B00B3F16D","application/x-ndjson","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-019","independent_review/INDEPENDENT_EVIDENCE_GENERATION.json","533","828F56B320702BA2A3361A2489DEE153E62D51477D6439723BA70112FB197C5A","application/json","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-020","independent_review/INDEPENDENT_FINAL_AUDIT.md","3910","7EC6F372D2C2EB3D58CFEB698D65684E8FF8FBFA38CA20EE4B52CF69AAE172AA","text/markdown","review_receipt","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-021","independent_review/INDEPENDENT_REBUILD.pdf","277302","DDE0C24DBE66647300B18804CD726D209FA56C7A498895B90481459281CE1625","application/pdf","independent_rebuild_pdf","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-022","independent_review/INDEPENDENT_RENDERED_VISUAL_QA.md","2398","98DCC70E8DB18D49038CF0D22C9DBE009ECAE70E4EF3F77E5FE12FA3069A5644","text/markdown","review_receipt","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-023","independent_review/INDEPENDENT_TARGET_EXTRACTED_TEXT.txt","2045","1971359C64E5C4DE56DA740E2FCDDFF84FEF161298748D51003207227A91655E","text/plain","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-024","independent_review/INDEPENDENT_TARGET_PAGE_001_200DPI.png","262278","8B821F4CB69BBB0FE845C0E3E853538CA6A2C5D822A0D89173046DDCB0673217","image/png","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-025","independent_review/INDEPENDENT_TARGET_PDFFONTS.txt","1900","23C8E26B869210DD0C8EA1AF7F4C51F264466885185B1B39F607D3AF530BC3F7","text/plain","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-026","independent_review/INDEPENDENT_TARGET_PDFINFO.txt","672","8464505422F6DCC81BE09CB1E43DFD7A0FB6A3D401A1DC4379E82208FFEF8B5E","text/plain","independent_review_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-027","LEMMA3_6_FAIL_CLOSED_GAP.md","612","1D8AE7046114C9D775820A1CD146BABFF667A86EF8563E38B41CD7C41CE08C6E","text/markdown","scope_and_supersession_control","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-028","PREDECESSOR_BINDING.md","578","FC4E82C5A688068CF46B4DE572C3D2775884C1C38D393D310B2491ADA6A70DCA","text/markdown","scope_and_supersession_control","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-029","producer_evidence/artifact_tool/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson","61","44B42BBC2FA2BBF67B44AB8B232A112CF94C577C317F8B4F242E70E8F343DB89","application/x-ndjson","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-030","producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_A_E.png","303012","681626596B3FAD9CDC1617A406EF9D1DFA5E4B6B52831984E754CBC61B4FDD8D","image/png","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-031","producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_F_J.png","170598","9077335F75D66F51B0822DCEEFD398AC4BF2AC805B60A1DB15D4AB6721E2F77A","image/png","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-032","producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_K_O.png","666741","415893905446686805D65644893BB32384A3E41B95509A0D5AE9FAA25FE74EDA","image/png","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-033","producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_P_T.png","396502","A71B13E02395E271DDDC92547859796296E75D0A033FA6B563C61548B7117546","image/png","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-034","producer_evidence/artifact_tool/ARTIFACT_TOOL_MACHINE_QA_U_Z.png","553913","4F9A4E413BC6EE3447D9BF5EB7FE964C835B81603E90D0BE56E1B3EDE3AD2D46","image/png","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-035","producer_evidence/artifact_tool/ARTIFACT_TOOL_OVERVIEW.ndjson","26039","93C15F4A24EBD8F277F01BDD361ABDF8FF40A2E99779262406B6F12A7CA4144B","application/x-ndjson","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-036","producer_evidence/artifact_tool/ARTIFACT_TOOL_RECEIPT.json","1749","A746B276106AAA7799A6B6E79D4F49FFF75F2BC2469953539EF4973F3F34D86F","application/json","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-037","producer_evidence/artifact_tool/ARTIFACT_TOOL_REGION.ndjson","655","53D3E7A1C97EEE362786E973D008600EBAD6B1A1942CBFE241AF78BF8D3A5F2C","application/x-ndjson","artifact_tool_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-038","producer_evidence/AUTHORITY_ARTIFACT_LEDGER.csv","1514","631B53D6A8EA865398BFE49D87407BB743A58A105015A2F398CCA5FD28127860","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-039","producer_evidence/AUXILIARY_LEDGER_VALIDATION.json","1584","1918C9FF9E2800797F6253A07451D298A0D94C32F7060A8B5A24F69081357A10","application/json","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-040","producer_evidence/build/BUILD_PASS1_PUBLIC_SANITIZED.log","7597","95B3FDDD8E6E3CA9D4AFA16BFE1736EFE6BDC93B2D6800EADB81DA42D2AFAE6E","text/plain","privacy_sanitized_build_log","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-041","producer_evidence/build/BUILD_PASS2_PUBLIC_SANITIZED.log","7597","95B3FDDD8E6E3CA9D4AFA16BFE1736EFE6BDC93B2D6800EADB81DA42D2AFAE6E","text/plain","privacy_sanitized_build_log","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-042","producer_evidence/build/BUILD_PASS3_PUBLIC_SANITIZED.log","7597","95B3FDDD8E6E3CA9D4AFA16BFE1736EFE6BDC93B2D6800EADB81DA42D2AFAE6E","text/plain","privacy_sanitized_build_log","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-043","producer_evidence/DETERMINISTIC_REPLAY_VALIDATION.json","2247","91F0849C6EFE03985C75D225834ED0148C3C96B43E9C26D342BD3B707AFC2115","application/json","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-044","producer_evidence/FINAL_VALIDATION.json","5425","C8538C630B452F0F5B9F441C4A178AE3AE348410D493BEBF4F59A8526D03B0B2","application/json","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-045","producer_evidence/FORMULA_STRUCTURE_LEDGER.csv","1207","03B187D0E559BB4A4C624D008B517E951C9E13BEFF9BEC5E619BEB23F500D04F","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-046","producer_evidence/MACHINE_EVIDENCE.csv","23366","427CCB407E69D221F31B287640CCB39BDDA4A8EEA999802CBC01D3F88DB3AE67","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-047","producer_evidence/MACHINE_EVIDENCE.jsonl","65170","39AD749B36D361F490C0F8144C852A8FF0B24FCF71DD7D2AA4259496A1BE799A","application/x-ndjson","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-048","producer_evidence/MACHINE_LEDGER_VALIDATION.json","893","B079D2D69EE79ACBF461ECD3608F2F4DB715AE2710D8D085CFE2D6A0E8E211D1","application/json","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-049","producer_evidence/PRIVACY_SCAN.csv","232","61AF5CC741B9A6FE72593C29B3002B1003FE5EFFABAB41872A30350834235907","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-050","producer_evidence/PRIVACY_SCAN_VALIDATION.json","693","AF919EE07C92D04BE0FB0EE78402E2DE4B7CBD5FC4BA9D3C7A7326906BCF33E4","application/json","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-051","producer_evidence/PRODUCER_PASS_RETURN.md","3310","7D1980DB72D08FA3BF531D058F727A21ECF44F6696570430E758387CCA8B465B","text/markdown","review_receipt","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-052","producer_evidence/RENDERED_VISUAL_QA.md","2021","90284EE5902814BEE37862E1DC2DC91D7E6C8F87D8E2867ED2B0FF6EFB3CCCA6","text/markdown","review_receipt","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-053","producer_evidence/RIGHTS_AND_RELEASE_LEDGER.csv","2231","7CEC64A5860AEE080D99AD6BAF8DBB955A9EF6D3BEF294FFBD7FAB4EBFB4154A","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-054","producer_evidence/RIGHTS_AND_RELEASE_VALIDATION.json","429","6A1F9ED8C3B3E6E3A6D8C0280137F6FDCB82AD68EE231BCBDFBA44BAA28E33CB","application/json","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-055","producer_evidence/SOURCE_ALIGNMENT_LEDGER.csv","2298","4996C5B1F1F65B24D9733C5C3F7CED9FB7608FBEC37CC8B400DB3EDC0FEED327","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-056","producer_evidence/SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md","4022","CB1125359A5297064F6575DEC56AE09293FA3C4D5ACD2B3DC08717108597FFF6","text/markdown","review_receipt","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-057","producer_evidence/SOURCE_DEFECT_ADJUDICATION_CONTROL.md","2426","D70AACF890B5CDA27AE29B2E6877094CC3B5689CF4EEF93A7C135EA2EE8D547B","text/markdown","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-058","producer_evidence/SOURCE_DEFECT_LEDGER.csv","730","24F01306CA354E293A77699E0C78F713A7F3D6DFD0D9550BBF33C868C4E6DB9A","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-059","producer_evidence/TERMINOLOGY_REJECTED_CHOICES_LEDGER.csv","835","7DE6EE0696AD14C1ACEE0B8D7814BCBD030A5FC51378E4E4399619B21F896F19","text/csv","producer_machine_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-060","PUBLIC_SANITIZATION_LEDGER.csv","2683","3C07F689E36AAC22AFA6EE6EB961FFC824043914FACEEF572A933CE182E003A9","text/csv","privacy_transformation_control","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-061","PUBLIC_SANITIZATION_VALIDATION.json","117","5D84FEB6817602A56F797E9A1456AFC28AFEFA34CD1B6E644A0CBD3EDC83EF90","application/json","privacy_transformation_control","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-062","PUBLICATION_READINESS.md","1006","98C82BBC74F7CE8948E6FFD9C17F857A2E9C2C62F7281E8BA0C1314C35A24C22","text/markdown","archive_control","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-063","README.md","2192","47B283BF16D28DD541C6FF8109EA43A37C5B6892D4DC50C54A7EC108D9F1244B","text/markdown","archive_control","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-064","RIGHTS_BLOCKED_VISUAL_WITNESS.csv","774","7078FF9AF506937E1B7C99C7B0FEC3E1085B2375275B07301FB9F4EA755FD66E","text/csv","rights_blocked_visual_metadata","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-065","RIGHTS_BLOCKED_VISUAL_WITNESS.jsonl","756","11F95798D2C17DD396276FDC8A0399E5CB49A4B3DF7D5D5E29ECCE30EB19C220","application/x-ndjson","rights_blocked_visual_metadata","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-066","SUPERSESSION_NOTICE.md","522","D76E2A0FF953BE9F47D866705813536D4BDFF3FCE42968440B33387922C85BB4","text/markdown","scope_and_supersession_control","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-067","target/SGA2_Expose_X_Lemma_3_9_Statement_English_SourceAligned.pdf","277302","DDE0C24DBE66647300B18804CD726D209FA56C7A498895B90481459281CE1625","application/pdf","built_reader_pdf","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-068","target/SGA2_Expose_X_Lemma_3_9_Statement_English_SourceAligned.tex","3041","670B61898309661847F5EA53FA20399958DD5E627F9873ED9C29AB4B9551ACA9","application/x-tex","editable_target","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-069","target/TARGET_EXTRACTED_TEXT.txt","2045","1971359C64E5C4DE56DA740E2FCDDFF84FEF161298748D51003207227A91655E","text/plain","target_qa_evidence","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
"SGA2-X-L39-PUB-070","target/TARGET_PAGE_001_200DPI.png","262278","8B821F4CB69BBB0FE845C0E3E853538CA6A2C5D822A0D89173046DDCB0673217","image/png","target_render_qa","SGA2-X-L39","French3544-3553;raw3554;sub3555","exact_rights_curated_public","additive_no_public_file_superseded","bounded_lemma39_not_continuous_complete_critical_certified_or_rights_cleared"
